laptop id,company,product,typename,inches,ScreenResolution,Cpu,Ram,Gpu,OpSys,Weight,Price_euros
L0665,Gigabyte,AERO Plus,Notebook,16,2880x1800 IPS 2.8K,Core Ultra 5 125H,64GB,Intel Iris Xe,Windows 11,1.75,2292.02
L0666,Razer,Blade,Notebook,17,3200x2000 Touchscreen 3.2K,Core Ultra 9 185H,16GB,NVIDIA GeForce RTX 4080 Laptop GPU,Ubuntu 22.04,2.52,3191.7
L0667,Microsoft,Surface Pro 16,Notebook,13.3,3840x2160 IPS 4K UHD,Core i9-13900H,24GB,NVIDIA GeForce RTX 4070,Windows 11,1.45,2789.16
L0668,LG,Ultra PC 15,Business,13.6,2880x1800 IPS 2.8K,Core Ultra 9 185H,8GB,AMD Radeon 780M,Windows 11 Pro,1.21,1870.03
L0669,Avita,Liber V,Gaming,14,2880x1800 IPS Touchscreen 2.8K,Ryzen 7 7735HS,16GB,NVIDIA GeForce RTX 4050,Ubuntu 24.04,1.76,1423.8
L0670,ASUS,TUF Gaming G16,Workstation,13.6,3840x2160 IPS 4K UHD,Core Ultra 7 165H,24GB,NVIDIA GeForce RTX 4070,Windows 11 Pro,1.74,2275.57
L0671,Huawei,MateBook X 14,Notebook,15.6,2560x1440 IPS Quad HD,Ryzen 7 8840U,24GB,AMD Radeon 760M,Windows 11 Pro,1.67,1402.76
L0672,HP,Envy X1,Business,17,2880x1800 IPS Touchscreen 2.8K,Ryzen 7 7735HS,48GB,AMD Radeon 760M,Windows 11 Pro,2.21,1950.96
L0673,Gigabyte,AORUS 13,2 in 1 Convertible,15.6,1920x1080 IPS Full HD,Core i7-1360P,48GB,AMD Radeon 760M,ChromeOS,1.73,2107.75
L0674,Acer,Predator Helios 14,Workstation,16.1,2560x1440 IPS Touchscreen Quad HD,Ryzen 7 7840U,16GB,Intel Iris Xe,Windows 11,1.82,1300.45
L0675,HP,OMEN,Business,15.6,1920x1080 IPS Touchscreen Full HD,Core Ultra 7 155H,32GB,Intel Iris Xe,Windows 11 Pro,1.58,1811.86
L0676,Apple,MacBook Pro 14,Gaming,16.1,3200x2000 IPS 3.2K,Apple M3 Pro,32GB,Apple M3 10‑core GPU,macOS,1.88,2023.85
L0677,Gigabyte,AERO 16,Notebook,14,1920x1080 IPS Touchscreen Full HD,Core Ultra 7 165H,48GB,NVIDIA GeForce RTX 4070,Ubuntu 24.04,1.84,2819.49
L0678,Microsoft,Surface Laptop Studio 15,Business,14,2560x1600 IPS WQXGA (HD quality),Ryzen 7 7840U,64GB,Intel Iris Xe,Windows 11,1.29,2193.88
L0679,Huawei,MateBook 14 Plus,Notebook,16.1,2880x1800 Touchscreen 2.8K,Ryzen 9 7940HS,16GB,NVIDIA GeForce RTX 4060,Windows 11,2.13,1957.15
L0680,Gigabyte,G5,2 in 1 Convertible,15,2560x1440 IPS Touchscreen Quad HD,Core Ultra 7 155H,16GB,NVIDIA GeForce RTX 4060,Windows 11,1.91,1894.99
L0681,Razer,Blade Plus,Chromebook,13.3,1920x1080 Touchscreen Full HD,Core i5-1340P,8GB,AMD Radeon 780M,Ubuntu 24.04,1.25,1090.88
L0682,MSI,Creator 14,Notebook,15.6,2880x1800 IPS Touchscreen 2.8K,Core i9-13900H,16GB,NVIDIA GeForce RTX 4070,Windows 11,1.9,2620.2
L0683,Avita,Liber V 15,2 in 1 Convertible,14,3840x2160 IPS Touchscreen 4K UHD,Core i9-13900H,48GB,Apple M3 10‑core GPU,Windows 11 Pro,1.34,2417.06
L0684,ASUS,ROG Zephyrus Plus,Business,13.3,3200x2000 IPS Touchscreen 3.2K,Ryzen 7 7840U,16GB,Apple M3 10‑core GPU,Windows 11,1.26,1189.27
L0685,Dell,XPS 14,Workstation,17,3840x2160 IPS 4K UHD,Ryzen 5 7640U,32GB,AMD Radeon 780M,Windows 11 Pro,2.13,1566.42
L0686,Acer,Predator Helios 13,Notebook,14,3200x2000 Touchscreen 3.2K,Ryzen 9 7940HS,24GB,AMD Radeon 760M,Windows 11,1.44,1646.32
L0687,Samsung,Galaxy Book G16,Workstation,16,2880x1800 IPS Touchscreen 2.8K,Core i7-13700H,24GB,NVIDIA GeForce RTX 4080 Laptop GPU,ChromeOS,2.19,2835.77
L0688,ASUS,Zenbook Plus,Ultrabook,14.5,3200x2000 IPS Touchscreen 3.2K,Core Ultra 7 165H,8GB,NVIDIA GeForce RTX 4050,Windows 11,1.81,1536.99
L0689,Acer,Nitro 7,Chromebook,13.6,1920x1080 IPS Full HD,Core i5-13500H,32GB,NVIDIA GeForce RTX 4060,Windows 11 Pro,1.89,1871.3
L0690,Samsung,Galaxy Book 16,Chromebook,13.3,3000x2000 IPS 3K,Ryzen 7 7840U,64GB,Intel Iris Xe,Windows 11,1.35,2120.65
L0691,Apple,MacBook Pro X1,Chromebook,14.5,1920x1080 IPS Full HD,Apple M2,64GB,Apple M2 10‑core GPU,macOS,1.43,2202.77
L0692,HP,Spectre x360 14,Notebook,15,2880x1800 IPS 2.8K,Ryzen 9 7940HS,32GB,NVIDIA GeForce RTX 4060,Windows 11,1.87,2224.46
L0693,Gigabyte,G5 14,2 in 1 Convertible,15.6,2880x1800 Touchscreen 2.8K,Ryzen 7 7735HS,64GB,AMD Radeon 760M,Windows 11 Pro,1.71,2192.92
L0694,Avita,Liber V 13,Gaming,15.6,3200x2000 IPS Touchscreen 3.2K,Ryzen 5 7640U,16GB,AMD Radeon 760M,ChromeOS,1.65,1051.13
L0695,Gigabyte,G6 16,Ultrabook,16.1,3840x2160 IPS 4K UHD,Ryzen 7 7735HS,8GB,NVIDIA GeForce RTX 4050,Windows 11,2.28,1327.27
L0696,Lenovo,Legion,Netbook,15.6,1920x1080 Touchscreen Full HD,Ryzen 7 7735HS,8GB,NVIDIA GeForce RTX 4070,Windows 11 Pro,2,1768.01
L0697,Gigabyte,G5 13,Gaming,16.1,2880x1800 Touchscreen 2.8K,Core i9-13900H,48GB,NVIDIA GeForce RTX 4070,Windows 11 Pro,2.39,3371.93
L0698,Avita,Liber V 13,Notebook,13.6,3200x2000 IPS 3.2K,Ryzen 5 7640U,32GB,Apple M3 10‑core GPU,ChromeOS,1.21,1287.73
L0699,Razer,Blade 16,Business,14.5,2560x1440 Touchscreen Quad HD,Ryzen 5 7640U,16GB,AMD Radeon 760M,ChromeOS,1.42,1163.19
L0700,Samsung,Galaxy Book Pro X1,Ultrabook,15.6,3840x2160 IPS 4K UHD,Ryzen 7 8840U,64GB,AMD Radeon 780M,Windows 11 Pro,1.68,2120.54
L0701,Avita,Pura,Ultrabook,13.3,2560x1440 Touchscreen Quad HD,Ryzen 7 8840U,16GB,Apple M3 10‑core GPU,ChromeOS,1.2,1186.55
L0702,Lenovo,Legion X1,Ultrabook,16,2560x1440 IPS Touchscreen Quad HD,Ryzen 7 7840U,32GB,AMD Radeon 780M,Windows 11 Pro,1.75,1622.3
L0703,HP,EliteBook 13,Business,15,3840x2160 IPS Touchscreen 4K UHD,Core i7-1360P,16GB,Intel Arc iGPU,Windows 11 Pro,1.45,1560.1
L0704,HP,Spectre x360 Plus,Notebook,16,1920x1080 IPS Touchscreen Full HD,Core i7-13700H,64GB,NVIDIA GeForce RTX 4060,Windows 11,2.13,2901.88
L0705,Gigabyte,G6 16,Ultrabook,15,1920x1080 IPS Full HD,Core Ultra 7 155H,8GB,NVIDIA GeForce RTX 4080 Laptop GPU,Windows 11,1.94,2412.06
L0706,Samsung,Galaxy Book Pro 15,Business,13.6,2880x1800 IPS 2.8K,Ryzen 5 7640U,32GB,Intel Arc iGPU,Windows 11 Pro,1.27,1270.77
L0707,Avita,Pura 14,Gaming,15,1920x1080 IPS Full HD,Core Ultra 7 155H,24GB,AMD Radeon 760M,ChromeOS,1.57,1620.65
L0708,Microsoft,Surface Pro 16,Notebook,14.5,3000x2000 IPS 3K,Core i9-13900H,48GB,Intel Iris Xe,Ubuntu 22.04,1.53,2553.83
L0709,HP,Envy 13,Gaming,15,2560x1600 Touchscreen WQXGA (HD quality),Core Ultra 7 155H,24GB,AMD Radeon 780M,Windows 11 Pro,1.54,1743.02
L0710,Avita,Liber V 16,Gaming,14.5,3200x2000 IPS Touchscreen 3.2K,Ryzen 9 7940HS,8GB,NVIDIA GeForce RTX 4080 Laptop GPU,Windows 11,2.03,2414.77
L0711,MSI,Pulse 16,Netbook,13.6,3000x2000 Touchscreen 3K,Ryzen 7 7840U,48GB,AMD Radeon 780M,Windows 11,1.28,1815.63
L0712,Microsoft,Surface Laptop Studio Plus,Business,15,3000x2000 IPS Touchscreen 3K,Ryzen 9 7940HS,8GB,NVIDIA GeForce RTX 4060,Windows 11,1.81,1935.4
L0713,Acer,Aspire G16,Notebook,13.3,2560x1600 IPS Touchscreen WQXGA (HD quality),Core i7-1360P,16GB,AMD Radeon 760M,Windows 11 Pro,1.33,1433.01
L0714,MSI,Creator Plus,2 in 1 Convertible,17,2560x1440 IPS Quad HD,Ryzen 7 7735HS,64GB,NVIDIA GeForce RTX 4070,Windows 11 Pro,2.49,2895.63
L0715,Gigabyte,G6 7,Ultrabook,15,2880x1800 IPS 2.8K,Core i7-13700H,16GB,NVIDIA GeForce RTX 4080 Laptop GPU,Windows 11,1.89,2671.29
L0716,Apple,MacBook Pro 16,Gaming,16,1920x1080 IPS Touchscreen Full HD,Apple M2,24GB,Apple M2 10‑core GPU,macOS,1.83,1529.03
L0717,Dell,Vostro 16,Workstation,15.6,3840x2160 Touchscreen 4K UHD,Ryzen 5 7640U,48GB,AMD Radeon 780M,Windows 11,1.63,1890.54
L0718,Samsung,Galaxy Book Pro 13,Netbook,13.6,1920x1080 IPS Full HD,Core Ultra 5 125H,16GB,NVIDIA GeForce RTX 4060,Ubuntu 24.04,1.5,1554.13
L0719,Gigabyte,G5 Pro,Ultrabook,13.3,2560x1600 IPS WQXGA (HD quality),Core Ultra 5 125H,24GB,NVIDIA GeForce RTX 4060,Windows 11 Pro,1.49,1637.91
L0720,Samsung,Galaxy Book 14,Netbook,14,3840x2160 IPS Touchscreen 4K UHD,Ryzen 9 7940HS,64GB,NVIDIA GeForce RTX 4080 Laptop GPU,Windows 11 Pro,1.91,3461.85
L0721,Huawei,MateBook X 15,Notebook,15,3840x2160 Touchscreen 4K UHD,Core i7-1360P,48GB,Intel Iris Xe,Windows 11,1.59,2109.77
L0722,Samsung,Galaxy Book 15,Ultrabook,14.5,2880x1800 Touchscreen 2.8K,Core i7-13700H,8GB,NVIDIA GeForce RTX 4080 Laptop GPU,Ubuntu 24.04,1.92,2359.02
L0723,HP,EliteBook 13,Gaming,14.5,2560x1600 Touchscreen WQXGA (HD quality),Ryzen 7 7735HS,48GB,NVIDIA GeForce RTX 4070,Windows 11 Pro,1.86,2523.69
L0724,Razer,Blade 14,Chromebook,13.6,3200x2000 IPS 3.2K,Core Ultra 5 125H,32GB,NVIDIA GeForce RTX 3050,Windows 11 Pro,1.55,1851.54
L0725,Acer,Nitro 15,Gaming,16,3000x2000 Touchscreen 3K,Ryzen 5 7640U,32GB,AMD Radeon 780M,Windows 11,1.83,1475.16
L0726,MSI,Modern 16,2 in 1 Convertible,16,2560x1440 IPS Touchscreen Quad HD,Ryzen 7 7735HS,48GB,NVIDIA GeForce RTX 4070,Windows 11,2.35,2578.55
L0727,Apple,MacBook Air 15,2 in 1 Convertible,13.6,3000x2000 IPS 3K,Apple M3 Pro,16GB,Apple M3 10‑core GPU,macOS,1.37,1600.94
L0728,MSI,Katana X1,Notebook,14.5,3200x2000 IPS Touchscreen 3.2K,Ryzen 9 7940HS,16GB,NVIDIA GeForce RTX 4050,Windows 11 Pro,1.89,1610.4
L0729,HP,EliteBook Plus,Chromebook,15,3840x2160 IPS Touchscreen 4K UHD,Core Ultra 7 165H,24GB,NVIDIA GeForce RTX 4050,Windows 11 Pro,1.71,1931.7
L0730,Acer,Swift 14,Workstation,13.6,2560x1440 IPS Touchscreen Quad HD,Core i7-1360P,32GB,Apple M3 10‑core GPU,Windows 11,1.28,1685.87
L0731,Apple,MacBook Pro 15,Gaming,14,3840x2160 IPS 4K UHD,Apple M2,24GB,Apple M2 10‑core GPU,macOS,1.41,1413.64
L0732,Samsung,Galaxy Book3 G16,Workstation,16.1,2560x1600 Touchscreen WQXGA (HD quality),Ryzen 5 7640U,24GB,AMD Radeon 780M,Windows 11 Pro,1.82,1309.15
L0733,Huawei,MateBook 14,Gaming,16,3840x2160 IPS 4K UHD,Core i7-1360P,32GB,Intel Arc iGPU,Windows 11 Pro,1.77,1926.77
L0734,Lenovo,Yoga 13,Workstation,17,2880x1800 IPS Touchscreen 2.8K,Core i5-1340P,64GB,AMD Radeon 780M,Ubuntu 24.04,2.22,2292.88
L0735,ASUS,ROG Zephyrus 15,Ultrabook,17,3200x2000 Touchscreen 3.2K,Core i5-13500H,32GB,NVIDIA GeForce RTX 4060,Windows 11,2.64,1990.62
L0736,HP,EliteBook 16,Gaming,15,2880x1800 Touchscreen 2.8K,Core i5-1340P,8GB,AMD Radeon 760M,Windows 11 Pro,1.62,1016.05
L0737,Samsung,Galaxy Book Pro,Business,15.6,3200x2000 IPS 3.2K,Core i5-1340P,16GB,AMD Radeon 780M,Ubuntu 22.04,1.74,1252.72
L0738,HP,Envy X1,Notebook,15,2560x1440 IPS Quad HD,Ryzen 7 8840U,16GB,AMD Radeon 760M,Windows 11,1.63,1279.63
L0739,Razer,Blade Stealth 14,Business,15.6,3840x2160 IPS Touchscreen 4K UHD,Core Ultra 9 185H,24GB,NVIDIA GeForce RTX 4080 Laptop GPU,Windows 11 Pro,1.9,3351.68
L0740,Microsoft,Surface Laptop X1,Business,13.6,2560x1440 IPS Touchscreen Quad HD,Ryzen 7 8840U,48GB,AMD Radeon 780M,Windows 11 Pro,1.28,1974.99
L0741,Samsung,Galaxy Book Pro,Ultrabook,16,1920x1080 IPS Full HD,Ryzen 7 7840U,48GB,Apple M3 10‑core GPU,Windows 11 Pro,1.71,1959.86
L0742,HP,OMEN,Chromebook,17,2880x1800 IPS 2.8K,Core Ultra 5 125H,24GB,Intel Arc iGPU,Windows 11,2.26,1443.51
L0743,Huawei,MateBook X,Notebook,17,3200x2000 IPS Touchscreen 3.2K,Core Ultra 9 185H,48GB,NVIDIA GeForce RTX 4070,Windows 11,2.48,3378.59
L0744,Apple,MacBook Pro Plus,2 in 1 Convertible,13.6,1920x1080 IPS Full HD,Apple M3,48GB,Apple M3 10‑core GPU,macOS,1.37,1917.58
L0745,Lenovo,ThinkPad T 13,Chromebook,13.3,3840x2160 IPS Touchscreen 4K UHD,Ryzen 9 7940HS,8GB,AMD Radeon 780M,Windows 11,1.31,1309.42
L0746,Microsoft,Surface Laptop Studio Plus,Chromebook,13.6,2880x1800 IPS 2.8K,Core Ultra 7 165H,16GB,Intel Iris Xe,Windows 11,1.29,1547.7
L0747,LG,Gram Plus,Chromebook,15.6,3200x2000 Touchscreen 3.2K,Ryzen 9 7940HS,64GB,AMD Radeon 760M,Windows 11 Pro,1.58,2606.84
L0748,Dell,Alienware m X1,Ultrabook,15,1920x1080 IPS Touchscreen Full HD,Ryzen 5 7640U,24GB,Intel Iris Xe,Windows 11 Pro,1.51,1447.63
L0749,Acer,TravelMate Pro,2 in 1 Convertible,15.6,3200x2000 IPS Touchscreen 3.2K,Ryzen 7 7735HS,8GB,NVIDIA GeForce RTX 4050,Windows 11 Pro,2.11,1268.21
L0750,Gigabyte,G5 X1,Notebook,16.1,2880x1800 Touchscreen 2.8K,Core i9-13900H,64GB,NVIDIA GeForce RTX 4050,Windows 11 Pro,2.4,3128.78
L0751,Apple,MacBook Air 13,Notebook,16.1,3200x2000 Touchscreen 3.2K,Apple M3 Pro,16GB,Apple M3 10‑core GPU,macOS,2,1765.11
L0752,Huawei,MateBook D 13,Gaming,16,3840x2160 Touchscreen 4K UHD,Core Ultra 5 125H,48GB,NVIDIA GeForce RTX 3050,Ubuntu 22.04,2.15,2182.07
L0753,Apple,MacBook Air 13,Chromebook,16,2560x1440 IPS Touchscreen Quad HD,Apple M3,16GB,Apple M3 10‑core GPU,macOS,1.75,1416.88
L0754,ASUS,VivoBook 15,Gaming,16,3840x2160 IPS Touchscreen 4K UHD,Core Ultra 7 155H,48GB,NVIDIA GeForce RTX 3050,Windows 11,2.33,2453.04
L0755,Microsoft,Surface Laptop G16,Gaming,17,2880x1800 IPS 2.8K,Core i7-13700H,48GB,NVIDIA GeForce RTX 4080 Laptop GPU,Ubuntu 22.04,2.71,3481.31
L0756,Toshiba,Dynabook Tecra Plus,Notebook,14,3840x2160 IPS Touchscreen 4K UHD,Ryzen 5 7640U,8GB,AMD Radeon 760M,Windows 11 Pro,1.25,856.77
L0757,ASUS,ROG Zephyrus X1,Netbook,13.6,3840x2160 IPS 4K UHD,Ryzen 5 7640U,48GB,Apple M3 10‑core GPU,Windows 11 Pro,1.27,1557.36
L0758,Huawei,MateBook D Plus,Chromebook,15,3200x2000 IPS 3.2K,Core i7-1360P,32GB,AMD Radeon 780M,Windows 11,1.48,1851.12
L0759,Huawei,MateBook X,2 in 1 Convertible,16.1,1920x1080 IPS Touchscreen Full HD,Core i7-1360P,8GB,AMD Radeon 760M,Windows 11,1.98,1412.24
L0760,HP,Pavilion,Notebook,13.3,2880x1800 IPS Touchscreen 2.8K,Core i7-1360P,32GB,AMD Radeon 760M,Windows 11,1.15,1687.2
L0761,Gigabyte,AORUS Pro,Business,13.3,3000x2000 Touchscreen 3K,Core i5-13500H,32GB,NVIDIA GeForce RTX 4070,Windows 11,1.42,2160.03
L0762,Avita,Pura G16,2 in 1 Convertible,15.6,2880x1800 IPS 2.8K,Core Ultra 9 185H,8GB,NVIDIA GeForce RTX 4050,Windows 11,2.15,2043.58
L0763,Toshiba,Dynabook Tecra 13,Ultrabook,14,2880x1800 IPS 2.8K,Ryzen 5 7640U,24GB,AMD Radeon 780M,Windows 11,1.45,1086.86
L0764,MSI,Katana 13,Notebook,13.6,2560x1600 IPS Touchscreen WQXGA (HD quality),Core i7-13700H,64GB,AMD Radeon 780M,Ubuntu 22.04,1.28,2359.35
L0765,Acer,TravelMate 16,2 in 1 Convertible,17,2560x1600 Touchscreen WQXGA (HD quality),Core Ultra 5 125H,24GB,Apple M3 10‑core GPU,Windows 11,2.14,1387.83
L0766,Microsoft,Surface Laptop 16,2 in 1 Convertible,13.6,2560x1600 IPS Touchscreen WQXGA (HD quality),Core Ultra 5 125H,16GB,NVIDIA GeForce RTX 4070,ChromeOS,1.57,1945.14
L0767,Razer,Blade Stealth 16,Notebook,13.3,2560x1600 IPS Touchscreen WQXGA (HD quality),Ryzen 9 7940HS,8GB,AMD Radeon 760M,Windows 11,1.19,1373.98
L0768,MSI,Pulse,Workstation,13.3,3000x2000 Touchscreen 3K,Core i7-1360P,24GB,Apple M3 10‑core GPU,Windows 11,1.22,1627.8
L0769,MSI,Katana,Notebook,17,2880x1800 IPS Touchscreen 2.8K,Ryzen 7 7735HS,32GB,NVIDIA GeForce RTX 4080 Laptop GPU,Ubuntu 24.04,2.44,2726.93
L0770,Avita,Liber V 14,Ultrabook,15,3840x2160 IPS Touchscreen 4K UHD,Ryzen 5 7640U,16GB,Apple M3 10‑core GPU,Windows 11 Pro,1.46,1045.66
L0771,ASUS,ROG Zephyrus Plus,Ultrabook,13.6,2560x1600 IPS Touchscreen WQXGA (HD quality),Ryzen 7 8840U,16GB,AMD Radeon 760M,Windows 11 Pro,1.19,1064.81
L0772,Acer,Nitro Pro,2 in 1 Convertible,16,1920x1080 IPS Touchscreen Full HD,Core i5-1340P,48GB,Apple M3 10‑core GPU,Windows 11,1.79,1883.54
L0773,Gigabyte,G5 16,Chromebook,14,2560x1440 IPS Touchscreen Quad HD,Core Ultra 7 165H,48GB,NVIDIA GeForce RTX 4050,Windows 11,1.63,2307.24
L0774,Acer,Swift Pro,2 in 1 Convertible,13.3,3200x2000 Touchscreen 3.2K,Ryzen 5 7640U,64GB,AMD Radeon 780M,Windows 11,1.27,1915.46
L0775,Dell,Alienware m 7,Notebook,17,1920x1080 IPS Full HD,Core i7-1360P,48GB,AMD Radeon 780M,Ubuntu 24.04,2.11,2355.44
L0776,ASUS,VivoBook,Netbook,15.6,2560x1600 Touchscreen WQXGA (HD quality),Ryzen 9 7940HS,24GB,NVIDIA GeForce RTX 4050,Windows 11 Pro,2.3,1873.32
L0777,Razer,Blade G16,Netbook,14.5,2880x1800 IPS Touchscreen 2.8K,Core Ultra 7 165H,32GB,Intel Arc iGPU,ChromeOS,1.54,1959
L0778,Razer,Blade Stealth Pro,Notebook,17,3840x2160 IPS 4K UHD,Ryzen 7 7735HS,48GB,NVIDIA GeForce RTX 4060,Windows 11 Pro,2.73,2503.87
L0779,Acer,Aspire 7,Netbook,13.6,3200x2000 IPS 3.2K,Ryzen 9 7940HS,24GB,NVIDIA GeForce RTX 4080 Laptop GPU,Windows 11 Pro,1.77,2678.37
L0780,MSI,Modern Plus,Gaming,17,2560x1440 Touchscreen Quad HD,Core i5-1340P,24GB,AMD Radeon 780M,Windows 11,2.18,1435.65
L0781,HP,EliteBook 7,2 in 1 Convertible,14,2880x1800 IPS 2.8K,Core Ultra 7 155H,32GB,NVIDIA GeForce RTX 4080 Laptop GPU,Windows 11 Pro,1.77,2784.43
L0782,MSI,Prestige 14,Notebook,14,3000x2000 IPS Touchscreen 3K,Ryzen 9 7940HS,24GB,NVIDIA GeForce RTX 4080 Laptop GPU,Windows 11 Pro,1.68,2736.79
L0783,Razer,Blade,Notebook,15.6,2880x1800 Touchscreen 2.8K,Ryzen 9 7940HS,24GB,Intel Iris Xe,Windows 11,1.58,1771.01
L0784,Razer,Blade Stealth 7,Business,15.6,2880x1800 IPS 2.8K,Ryzen 5 7640U,16GB,AMD Radeon 780M,Windows 11,1.66,1276.65
L0785,Razer,Blade Stealth 16,Netbook,16,2560x1600 IPS WQXGA (HD quality),Core Ultra 5 125H,64GB,Intel Iris Xe,Windows 11 Pro,1.82,2400.01
L0786,Dell,Latitude 16,Gaming,13.6,2560x1600 Touchscreen WQXGA (HD quality),Ryzen 9 7940HS,16GB,AMD Radeon 780M,ChromeOS,1.24,1588.8
L0787,Dell,Inspiron 16,Gaming,13.6,2560x1440 IPS Touchscreen Quad HD,Core Ultra 5 125H,48GB,Apple M3 10‑core GPU,Windows 11,1.19,1958.23
L0788,Apple,MacBook Pro 15,Workstation,16,3200x2000 Touchscreen 3.2K,Apple M3,32GB,Apple M3 10‑core GPU,macOS,1.76,1694.25
L0789,Huawei,MateBook D 7,Business,16.1,2560x1600 IPS WQXGA (HD quality),Core i5-1340P,64GB,Intel Arc iGPU,ChromeOS,1.96,2266.76
L0790,Lenovo,ThinkPad X G16,Gaming,17,2560x1600 Touchscreen WQXGA (HD quality),Ryzen 7 7735HS,64GB,AMD Radeon 780M,Ubuntu 22.04,2.19,2291.21
L0791,Gigabyte,G5 15,Ultrabook,13.3,2560x1440 IPS Quad HD,Ryzen 7 7840U,64GB,Intel Iris Xe,Windows 11,1.25,2044.32
L0792,Samsung,Galaxy Book Pro 14,2 in 1 Convertible,13.6,3000x2000 IPS Touchscreen 3K,Core Ultra 5 125H,32GB,NVIDIA GeForce RTX 4080 Laptop GPU,Windows 11,1.54,2559.74
L0793,LG,Gram G16,Chromebook,17,3200x2000 IPS 3.2K,Ryzen 7 7840U,24GB,AMD Radeon 760M,Windows 11 Pro,2.22,1590.64
L0794,ASUS,Zenbook 15,Notebook,15,2880x1800 Touchscreen 2.8K,Ryzen 7 7840U,64GB,AMD Radeon 760M,Windows 11 Pro,1.64,2205.88
L0795,Acer,Nitro 14,Chromebook,16.1,3000x2000 Touchscreen 3K,Core Ultra 5 125H,24GB,NVIDIA GeForce RTX 4050,Ubuntu 24.04,2.18,1654.01
L0796,Acer,Nitro X1,Chromebook,16,2880x1800 Touchscreen 2.8K,Core i5-1340P,32GB,Intel Iris Xe,Windows 11,1.76,1583.28
L0797,Razer,Blade Pro,2 in 1 Convertible,13.6,3000x2000 IPS Touchscreen 3K,Ryzen 7 7840U,48GB,Apple M3 10‑core GPU,Windows 11,1.35,1861.73
L0798,Huawei,MateBook X G16,Notebook,13.3,3000x2000 IPS 3K,Ryzen 7 7735HS,16GB,Apple M3 10‑core GPU,Windows 11,1.21,1080.98
L0799,Acer,Predator Helios X1,2 in 1 Convertible,17,3200x2000 IPS 3.2K,Core Ultra 5 125H,8GB,Apple M3 10‑core GPU,Windows 11 Pro,2.26,1055.5
L0800,ASUS,ROG Zephyrus,2 in 1 Convertible,14.5,1920x1080 Touchscreen Full HD,Core i5-13500H,64GB,NVIDIA GeForce RTX 4060,Ubuntu 22.04,1.72,2519.11
L0801,MSI,Prestige,Gaming,13.6,3200x2000 IPS Touchscreen 3.2K,Ryzen 7 7840U,48GB,AMD Radeon 780M,Ubuntu 24.04,1.29,1703.05
L0802,ASUS,TUF Gaming 15,Notebook,15,3200x2000 IPS Touchscreen 3.2K,Ryzen 9 7940HS,24GB,NVIDIA GeForce RTX 4050,ChromeOS,1.97,1988
L0803,Microsoft,Surface Pro 15,Business,13.3,2880x1800 IPS Touchscreen 2.8K,Ryzen 7 8840U,48GB,Intel Arc iGPU,Windows 11,1.23,1880.18
L0804,Acer,Nitro Plus,Notebook,15,2560x1600 IPS WQXGA (HD quality),Core Ultra 7 155H,48GB,NVIDIA GeForce RTX 4070,Windows 11,1.83,2861.56
L0805,Huawei,MateBook 14 15,Ultrabook,16.1,2560x1600 Touchscreen WQXGA (HD quality),Ryzen 7 8840U,16GB,Intel Arc iGPU,Windows 11 Pro,1.97,1244.86
L0806,Lenovo,Legion 7,Chromebook,15.6,3200x2000 IPS 3.2K,Ryzen 9 7940HS,64GB,NVIDIA GeForce RTX 4080 Laptop GPU,Ubuntu 22.04,2.2,3530.08
L0807,HP,Spectre x360 14,Notebook,14,2560x1440 Touchscreen Quad HD,Core Ultra 5 125H,32GB,NVIDIA GeForce RTX 4080 Laptop GPU,Windows 11 Pro,1.67,2536.61
L0808,ASUS,ROG Zephyrus Pro,Netbook,15.6,3000x2000 IPS Touchscreen 3K,Core Ultra 7 165H,24GB,NVIDIA GeForce RTX 4050,Ubuntu 24.04,2.01,1930.17
L0809,Avita,Pura 14,Gaming,17,3200x2000 Touchscreen 3.2K,Core i7-1360P,32GB,Intel Iris Xe,Windows 11,2.3,1830.73
L0810,Huawei,MateBook D 15,Notebook,17,2880x1800 Touchscreen 2.8K,Core Ultra 5 125H,48GB,NVIDIA GeForce RTX 4050,Windows 11,2.44,2125.04
L0811,ASUS,TUF Gaming Plus,Workstation,15.6,3000x2000 Touchscreen 3K,Ryzen 7 7735HS,48GB,NVIDIA GeForce RTX 4050,Windows 11,1.83,2073.18
L0812,Razer,Blade 14,Business,15.6,3000x2000 IPS Touchscreen 3K,Ryzen 7 7735HS,64GB,Intel Iris Xe,Windows 11,1.75,2281.87
L0813,Gigabyte,AORUS 14,Gaming,16.1,3840x2160 IPS 4K UHD,Ryzen 5 7640U,8GB,Intel Iris Xe,Windows 11 Pro,1.89,961.32
L0814,ASUS,ExpertBook 13,2 in 1 Convertible,17,2880x1800 Touchscreen 2.8K,Ryzen 9 7940HS,24GB,NVIDIA GeForce RTX 4080 Laptop GPU,Windows 11,2.82,2894.2
L0815,LG,Ultra PC 14,Business,17,2880x1800 Touchscreen 2.8K,Ryzen 5 7640U,48GB,AMD Radeon 760M,Windows 11,2.11,1897.54
L0816,Samsung,Galaxy Book3 G16,Business,14.5,3000x2000 IPS Touchscreen 3K,Core i5-13500H,24GB,NVIDIA GeForce RTX 3050,Windows 11 Pro,1.76,1510.35
L0817,Dell,Latitude 16,Ultrabook,15,1920x1080 IPS Touchscreen Full HD,Ryzen 9 7940HS,32GB,NVIDIA GeForce RTX 4060,Windows 11,2.2,2442.21
